Running 20m test @ http://10.105.166.53:8080/wrk2-api/home-timeline/read
  16 threads and 32 connections
  Thread calibration: mean lat.: 1083.136ms, rate sampling interval: 3489ms
  Thread calibration: mean lat.: 206.608ms, rate sampling interval: 886ms
  Thread calibration: mean lat.: 264.888ms, rate sampling interval: 1253ms
  Thread calibration: mean lat.: 174.171ms, rate sampling interval: 1072ms
  Thread calibration: mean lat.: 264.652ms, rate sampling interval: 1451ms
  Thread calibration: mean lat.: 609.286ms, rate sampling interval: 3348ms
  Thread calibration: mean lat.: 103.870ms, rate sampling interval: 446ms
  Thread calibration: mean lat.: 372.377ms, rate sampling interval: 1682ms
  Thread calibration: mean lat.: 238.294ms, rate sampling interval: 1085ms
  Thread calibration: mean lat.: 367.773ms, rate sampling interval: 1717ms
  Thread calibration: mean lat.: 211.085ms, rate sampling interval: 994ms
  Thread calibration: mean lat.: 249.124ms, rate sampling interval: 1179ms
  Thread calibration: mean lat.: 752.338ms, rate sampling interval: 4235ms
  Thread calibration: mean lat.: 105.420ms, rate sampling interval: 550ms
  Thread calibration: mean lat.: 970.841ms, rate sampling interval: 3239ms
  Thread calibration: mean lat.: 1039.171ms, rate sampling interval: 5804ms
  Thread Stats   Avg      Stdev     99%   +/- Stdev
    Latency    38.34ms   90.86ms 346.37ms   96.58%
    Req/Sec    36.63      6.70    54.00     80.60%
  Latency Distribution (HdrHistogram - Recorded Latency)
 50.000%   20.40ms
 75.000%   34.56ms
 90.000%   62.11ms
 99.000%  346.37ms
 99.900%    1.36s 
 99.990%    2.03s 
 99.999%    2.76s 
100.000%    2.89s 

  Detailed Percentile spectrum:
    2512.895     0.999969       705263     32768.00
    2662.399     0.999973       705265     36408.89
    2676.735     0.999976       705267     40960.00
    2691.071     0.999979       705269     46811.43
    2707.455     0.999982       705272     54613.33
    2713.599     0.999985       705274     65536.00
    2715.647     0.999986       705275     72817.78
    2723.839     0.999988       705276     81920.00
    2764.799     0.999989       705277     93622.86
    2770.943     0.999991       705278    109226.67
    2854.911     0.999992       705279    131072.00
    2863.103     0.999993       705280    145635.56
    2863.103     0.999994       705280    163840.00
    2867.199     0.999995       705281    187245.71
    2867.199     0.999995       705281    218453.33
    2873.343     0.999996       705282    262144.00
    2873.343     0.999997       705282    291271.11
    2873.343     0.999997       705282    327680.00
    2883.583     0.999997       705283    374491.43
    2883.583     0.999998       705283    436906.67
    2883.583     0.999998       705283    524288.00
    2883.583     0.999998       705283    582542.22
    2883.583     0.999998       705283    655360.00
    2893.823     0.999999       705284    748982.86
    2893.823     1.000000       705284          inf
#[Mean    =       38.341, StdDeviation   =       90.856]
#[Max     =     2891.776, Total count    =       705284]
#[Buckets =           27, SubBuckets     =         2048]
----------------------------------------------------------
  711009 requests in 20.00m, 8.49GB read
  Non-2xx or 3xx responses: 2
Requests/sec:    592.49
Transfer/sec:      7.25MB
